date,time,FC1_Read_Input_Register,FC2_Read_Discrete_Value,FC3_Read_Holding_Register,FC4_Read_Coil,label,type
4-Apr-19, 07:24:41 ,30741,12097,54539,63360,0,normal
4-Apr-19, 07:24:46 ,42163,59072,1245,38559,0,normal
4-Apr-19, 07:24:56 ,18060,58318,40350,42361,0,normal
4-Apr-19, 07:24:56 ,47735,39672,48520,19378,0,normal
4-Apr-19, 07:25:01 ,47735,39672,48520,19378,0,normal
4-Apr-19, 07:25:06 ,9375,13070,35899,32072,0,normal
4-Apr-19, 07:25:11 ,20300,59731,56239,216,0,normal
4-Apr-19, 07:25:26 ,49384,31448,29804,9763,0,normal
4-Apr-19, 07:25:31 ,15082,41849,28573,45543,0,normal
4-Apr-19, 07:25:51 ,9207,65030,31314,2276,0,normal
4-Apr-19, 07:26:11 ,57084,63747,52165,51531,0,normal
4-Apr-19, 07:26:16 ,61616,41432,5804,16930,0,normal
4-Apr-19, 07:26:21 ,64857,46034,4426,26164,0,normal
4-Apr-19, 07:26:31 ,63221,58418,59351,7244,0,normal
4-Apr-19, 07:26:31 ,6732,3992,57197,9855,0,normal
4-Apr-19, 07:26:36 ,63221,58418,59351,7244,0,normal
4-Apr-19, 07:26:41 ,45325,24579,44904,7513,0,normal
4-Apr-19, 07:26:56 ,59678,22303,9841,56160,0,normal
4-Apr-19, 07:27:06 ,64209,42377,43479,50151,0,normal
4-Apr-19, 07:27:06 ,7476,50779,36209,2064,0,normal
4-Apr-19, 07:27:21 ,28881,33612,36929,33953,0,normal
4-Apr-19, 07:27:26 ,39444,57493,21096,40289,0,normal
4-Apr-19, 07:28:01 ,64693,10319,32873,9576,0,normal
4-Apr-19, 07:28:11 ,45777,16353,41845,15562,0,normal
4-Apr-19, 07:28:16 ,45777,16353,41845,15562,0,normal
4-Apr-19, 07:28:26 ,49286,44759,22777,63889,0,normal
4-Apr-19, 07:28:31 ,49286,44759,22777,63889,0,normal
4-Apr-19, 07:28:46 ,20077,18202,58851,12584,0,normal
4-Apr-19, 04:21:44 ,36640,13153,26464,60363,0,normal
4-Apr-19, 04:21:44 ,7009,14556,60369,40135,0,normal
4-Apr-19, 04:21:54 ,10837,58070,27696,13803,0,normal
4-Apr-19, 04:21:59 ,10837,58070,27696,13803,0,normal
4-Apr-19, 04:22:19 ,6753,57238,48912,6605,0,normal
4-Apr-19, 04:22:44 ,28459,46959,8622,20814,0,normal
4-Apr-19, 04:22:54 ,51210,38895,54623,21205,0,normal
4-Apr-19, 04:22:59 ,24581,6407,3768,11753,0,normal
4-Apr-19, 04:23:19 ,5783,6281,51827,16891,0,normal
4-Apr-19, 04:23:29 ,12560,10281,14617,28362,0,normal
4-Apr-19, 04:24:04 ,56047,51683,19868,13728,0,normal
4-Apr-19, 04:24:09 ,15041,64815,36839,11028,0,normal
4-Apr-19, 04:24:34 ,44773,17909,37263,2982,0,normal
4-Apr-19, 04:24:34 ,49362,34416,22004,34495,0,normal
4-Apr-19, 04:24:54 ,33184,2066,43532,2241,0,normal
4-Apr-19, 04:24:59 ,29373,61684,31791,63631,0,normal
4-Apr-19, 04:24:59 ,33184,2066,43532,2241,0,normal
4-Apr-19, 04:25:14 ,25311,511,12858,35062,0,normal
4-Apr-19, 04:25:34 ,10445,49425,20537,2695,0,normal
4-Apr-19, 04:25:34 ,31105,48772,9697,46085,0,normal
4-Apr-19, 04:25:49 ,48319,53758,20950,120,0,normal
4-Apr-19, 04:25:54 ,27863,39639,2525,9532,0,normal
4-Apr-19, 04:25:59 ,22055,19596,56791,26615,0,normal
4-Apr-19, 04:26:09 ,19683,18288,6389,6243,0,normal
4-Apr-19, 04:26:19 ,22131,33125,47804,58475,0,normal
4-Apr-19, 04:26:24 ,36091,38153,42912,13777,0,normal
4-Apr-19, 04:26:34 ,45352,36336,47354,55341,0,normal
4-Apr-19, 04:27:24 ,28170,19208,18632,39512,0,normal
4-Apr-19, 04:27:24 ,60666,2417,20059,57252,0,normal
4-Apr-19, 04:27:44 ,58335,55267,55307,8180,0,normal
4-Apr-19, 04:28:14 ,44771,10414,49508,6414,0,normal
4-Apr-19, 04:28:14 ,9914,25321,48426,9109,0,normal
4-Apr-19, 04:28:24 ,26171,7491,18938,57649,0,normal
4-Apr-19, 04:28:34 ,60853,61475,12129,7791,0,normal
4-Apr-19, 04:28:34 ,62808,55696,52283,175,0,normal
4-Apr-19, 04:28:44 ,47907,404,9113,34505,0,normal
4-Apr-19, 04:28:49 ,29135,7805,41060,32476,0,normal
4-Apr-19, 04:29:04 ,48797,12976,27130,9641,0,normal
4-Apr-19, 04:29:04 ,5576,51769,7165,865,0,normal
4-Apr-19, 04:29:09 ,22252,45806,19262,23551,0,normal
4-Apr-19, 04:29:09 ,48797,12976,27130,9641,0,normal
4-Apr-19, 04:29:14 ,22252,45806,19262,23551,0,normal
4-Apr-19, 04:29:29 ,15839,64977,3561,6565,0,normal
4-Apr-19, 04:29:34 ,33675,35412,48233,58912,0,normal
4-Apr-19, 04:29:49 ,19795,22025,22538,45809,0,normal
4-Apr-19, 04:29:59 ,50778,58910,42520,58514,0,normal
4-Apr-19, 04:30:04 ,12200,1291,30326,36016,0,normal
4-Apr-19, 04:30:09 ,45426,58674,22759,33003,0,normal
4-Apr-19, 04:30:09 ,52542,6084,11383,59359,0,normal
4-Apr-19, 04:30:24 ,12774,63665,23432,49846,0,normal
4-Apr-19, 04:30:29 ,13007,51188,30873,2653,0,normal
4-Apr-19, 04:30:54 ,37397,48868,46279,55358,0,normal
4-Apr-19, 04:31:09 ,17178,17213,5351,2711,0,normal
4-Apr-19, 04:31:09 ,6870,3557,25238,26231,0,normal
4-Apr-19, 04:31:34 ,14586,54875,36915,49740,0,normal
4-Apr-19, 04:31:39 ,14586,54875,36915,49740,0,normal
4-Apr-19, 04:31:44 ,53647,11535,37660,22934,0,normal
4-Apr-19, 04:32:09 ,37541,64383,55660,50546,0,normal
4-Apr-19, 04:32:19 ,46251,2467,65045,55264,0,normal
4-Apr-19, 04:32:39 ,11285,19401,27121,64969,0,normal
4-Apr-19, 04:32:49 ,10615,62795,20351,47227,0,normal
4-Apr-19, 04:32:59 ,20031,23433,55575,29219,0,normal
4-Apr-19, 04:33:14 ,40365,54819,13806,14800,0,normal
4-Apr-19, 04:33:14 ,56846,14436,37346,29250,0,normal
4-Apr-19, 04:33:39 ,47463,58341,23084,34319,0,normal
4-Apr-19, 04:33:49 ,33920,46576,36671,28703,0,normal
4-Apr-19, 04:33:59 ,4948,15932,57980,49205,0,normal
4-Apr-19, 04:34:19 ,11951,61238,8444,30799,0,normal
4-Apr-19, 04:34:34 ,35739,46492,41606,36355,0,normal
4-Apr-19, 04:34:49 ,3666,6306,10384,39944,0,normal
4-Apr-19, 04:34:49 ,52474,20734,47750,53,0,normal
4-Apr-19, 04:35:19 ,52665,53795,20589,52105,0,normal
4-Apr-19, 04:35:24 ,52142,4730,59870,38702,0,normal
4-Apr-19, 04:35:49 ,60296,35034,48474,39763,0,normal
4-Apr-19, 04:35:54 ,29865,61471,31732,14112,0,normal
4-Apr-19, 04:35:59 ,29865,61471,31732,14112,0,normal
4-Apr-19, 04:36:09 ,41373,20566,48776,47811,0,normal
4-Apr-19, 03:11:09 ,59591,31818,4711,63560,0,normal
4-Apr-19, 03:11:24 ,29298,6865,40880,9109,0,normal
4-Apr-19, 03:11:24 ,42530,50713,46398,56873,0,normal
4-Apr-19, 03:11:34 ,9365,43084,10557,30792,0,normal
4-Apr-19, 03:11:59 ,46493,55668,14885,5375,0,normal
4-Apr-19, 03:12:09 ,13408,42375,7152,56398,0,normal
4-Apr-19, 03:12:19 ,16789,65219,32712,7137,0,normal
4-Apr-19, 03:12:24 ,14480,48861,1423,58876,0,normal
4-Apr-19, 03:12:39 ,26915,54434,29236,10180,0,normal
4-Apr-19, 03:12:59 ,49671,386,41159,58327,0,normal
4-Apr-19, 03:13:14 ,10425,18574,58968,47068,0,normal
4-Apr-19, 03:13:14 ,17760,41438,43265,3491,0,normal
4-Apr-19, 03:13:19 ,60900,15952,32193,38655,0,normal
4-Apr-19, 03:13:39 ,33579,63679,21867,8030,0,normal
4-Apr-19, 03:13:49 ,24503,45023,19221,5779,0,normal
4-Apr-19, 03:13:54 ,53163,52015,25284,51705,0,normal
4-Apr-19, 03:13:59 ,53163,52015,25284,51705,0,normal
4-Apr-19, 03:14:04 ,61438,26822,65494,25567,0,normal
4-Apr-19, 03:14:14 ,3803,31973,7694,45885,0,normal
4-Apr-19, 03:14:14 ,42810,48591,44664,13307,0,normal
4-Apr-19, 03:14:19 ,20001,53473,29590,13132,0,normal
4-Apr-19, 03:14:34 ,8581,56705,47917,17046,0,normal
4-Apr-19, 03:14:44 ,39779,56415,30567,21035,0,normal
4-Apr-19, 03:14:44 ,61129,6313,42997,53222,0,normal
4-Apr-19, 03:14:49 ,39779,56415,30567,21035,0,normal
4-Apr-19, 03:15:04 ,60434,4484,19895,36030,0,normal
4-Apr-19, 03:15:09 ,22526,20456,51439,26675,0,normal
4-Apr-19, 03:15:09 ,48917,1271,25805,64117,0,normal
4-Apr-19, 03:15:19 ,24018,40142,9805,49867,0,normal
4-Apr-19, 03:15:24 ,51302,14586,65480,61977,0,normal
4-Apr-19, 03:15:49 ,59345,2092,45068,64327,0,normal
4-Apr-19, 03:15:54 ,63677,24737,49964,46639,0,normal
4-Apr-19, 03:15:59 ,48152,21581,33452,36666,0,normal
4-Apr-19, 03:15:59 ,56114,30922,18063,7644,0,normal
4-Apr-19, 03:16:14 ,34350,24046,15603,28189,0,normal
4-Apr-19, 03:16:19 ,59997,18924,25196,56965,0,normal
4-Apr-19, 03:16:24 ,2955,17992,30974,53600,0,normal
4-Apr-19, 03:16:29 ,2955,17992,30974,53600,0,normal
4-Apr-19, 03:16:34 ,32630,37360,8910,30139,0,normal
4-Apr-19, 03:16:49 ,9937,60895,20620,36138,0,normal
4-Apr-19, 03:16:54 ,9937,60895,20620,36138,0,normal
4-Apr-19, 03:16:59 ,55817,49230,17350,6949,0,normal
4-Apr-19, 03:17:34 ,27708,7466,26047,34865,0,normal
4-Apr-19, 03:17:44 ,60706,34935,1588,19141,0,normal
4-Apr-19, 03:18:04 ,6294,44623,25316,1342,0,normal
4-Apr-19, 03:18:19 ,53018,34219,962,29919,0,normal
4-Apr-19, 03:18:24 ,12922,9918,45601,64900,0,normal
4-Apr-19, 03:19:09 ,12550,41593,16464,27064,0,normal
4-Apr-19, 03:19:29 ,26199,61127,13061,276,0,normal
4-Apr-19, 03:19:49 ,59150,18078,35936,16256,0,normal
4-Apr-19, 03:19:54 ,1169,3199,1068,22680,0,normal
4-Apr-19, 03:19:59 ,38361,12097,55769,46153,0,normal
4-Apr-19, 03:20:09 ,27106,54857,53065,15720,0,normal
4-Apr-19, 03:20:09 ,52631,30100,7192,19464,0,normal
4-Apr-19, 03:20:39 ,61995,7972,37957,32236,0,normal
4-Apr-19, 03:20:44 ,38920,46594,48363,4557,0,normal
4-Apr-19, 03:20:49 ,38920,46594,48363,4557,0,normal
4-Apr-19, 03:20:59 ,35854,47098,7653,36111,0,normal
4-Apr-19, 03:21:09 ,52267,63710,59136,37556,0,normal
4-Apr-19, 03:21:24 ,61373,34773,17734,13465,0,normal
4-Apr-19, 03:21:39 ,50837,7386,7521,38599,0,normal
4-Apr-19, 03:21:54 ,34281,50558,3586,15986,0,normal
4-Apr-19, 03:21:54 ,40926,1469,4710,34943,0,normal
4-Apr-19, 03:22:09 ,22024,3069,18410,29645,0,normal
4-Apr-19, 03:22:34 ,39370,35207,25175,5386,0,normal
4-Apr-19, 03:22:44 ,56912,2697,13616,35555,0,normal
4-Apr-19, 03:22:54 ,23349,213,61057,34426,0,normal
4-Apr-19, 03:22:59 ,23349,213,61057,34426,0,normal
4-Apr-19, 03:23:04 ,39538,31720,43201,58469,0,normal
4-Apr-19, 03:23:09 ,39538,31720,43201,58469,0,normal
4-Apr-19, 03:23:14 ,20836,8649,53903,34786,0,normal
4-Apr-19, 03:23:29 ,16297,11046,2115,18582,0,normal
4-Apr-19, 03:23:34 ,50676,34484,43649,40095,0,normal
4-Apr-19, 03:24:09 ,15803,56141,37599,1009,0,normal
4-Apr-19, 03:24:29 ,21884,35669,42641,4184,0,normal
4-Apr-19, 03:24:34 ,53411,32258,59853,18676,0,normal
4-Apr-19, 03:24:49 ,26651,1249,21446,7909,0,normal
4-Apr-19, 07:29:11 ,47911,49296,61835,47911,0,normal
4-Apr-19, 07:29:26 ,38690,27496,54793,33402,0,normal
4-Apr-19, 07:29:36 ,64028,48596,33968,64375,0,normal
4-Apr-19, 07:29:41 ,33352,33286,14594,8071,0,normal
4-Apr-19, 07:29:46 ,61053,59468,58837,64421,0,normal
4-Apr-19, 07:29:56 ,26519,16074,49271,50373,0,normal
4-Apr-19, 07:30:16 ,42321,37896,31183,17292,0,normal
4-Apr-19, 07:30:36 ,20701,61318,30158,39213,0,normal
4-Apr-19, 07:30:51 ,29015,30301,29539,19926,0,normal
4-Apr-19, 07:30:56 ,16427,45790,23829,2042,0,normal
4-Apr-19, 07:31:01 ,53598,42494,11033,11973,0,normal
4-Apr-19, 07:31:06 ,50160,20230,56375,11437,0,normal
4-Apr-19, 07:31:11 ,50160,20230,56375,11437,0,normal
4-Apr-19, 07:31:16 ,62686,55341,47476,56341,0,normal
4-Apr-19, 07:31:21 ,62686,55341,47476,56341,0,normal
4-Apr-19, 07:31:31 ,35168,28490,63339,53468,0,normal
4-Apr-19, 07:31:36 ,35168,28490,63339,53468,0,normal
4-Apr-19, 07:31:41 ,55418,30989,25235,60437,0,normal
4-Apr-19, 07:31:51 ,34980,36491,30301,18555,0,normal
4-Apr-19, 07:32:11 ,57986,56093,37184,63790,0,normal
4-Apr-19, 07:32:31 ,56548,60057,17991,32799,0,normal
4-Apr-19, 07:32:36 ,25972,53749,4423,1626,0,normal
4-Apr-19, 07:32:41 ,3707,57052,29076,16508,0,normal
4-Apr-19, 07:32:56 ,34269,22630,5595,54224,0,normal
4-Apr-19, 07:33:06 ,47890,7587,3508,15758,0,normal
4-Apr-19, 07:33:11 ,58287,38589,38015,13006,0,normal
4-Apr-19, 07:33:16 ,47801,54330,41696,25311,0,normal
4-Apr-19, 07:33:16 ,9162,64320,13994,16236,0,normal
4-Apr-19, 07:33:26 ,54713,22350,49511,52886,0,normal
4-Apr-19, 07:33:31 ,31059,25336,22120,31056,0,normal
4-Apr-19, 07:33:36 ,60087,56411,33567,58545,0,normal
4-Apr-19, 07:34:01 ,27206,23684,25874,34193,0,normal
4-Apr-19, 07:34:06 ,14596,1860,46603,8034,0,normal
4-Apr-19, 07:34:06 ,25552,59220,34273,41677,0,normal
4-Apr-19, 07:34:11 ,14596,1860,46603,8034,0,normal
4-Apr-19, 07:34:16 ,60315,47040,26490,64197,0,normal
4-Apr-19, 07:34:31 ,58677,26139,1575,5724,0,normal
4-Apr-19, 07:34:31 ,64992,55552,43069,64828,0,normal
4-Apr-19, 07:34:56 ,58664,60082,47531,65052,0,normal
4-Apr-19, 07:35:01 ,55559,6820,27815,55634,0,normal
4-Apr-19, 07:35:06 ,30672,49785,13016,41874,0,normal
4-Apr-19, 07:35:11 ,54163,33755,36508,91,0,normal
4-Apr-19, 07:35:21 ,25897,8108,8895,42323,0,normal
4-Apr-19, 07:35:36 ,34437,41666,40614,53369,0,normal
4-Apr-19, 07:35:36 ,53174,64710,49276,17156,0,normal
4-Apr-19, 07:35:41 ,53174,64710,49276,17156,0,normal
4-Apr-19, 07:35:46 ,4528,54140,38664,1006,0,normal
4-Apr-19, 07:36:01 ,22794,15938,48537,18302,0,normal
4-Apr-19, 07:36:16 ,57998,19914,7693,58402,0,normal
4-Apr-19, 07:36:16 ,7323,59355,32445,33950,0,normal
4-Apr-19, 07:36:46 ,57104,23367,20177,11368,0,normal
4-Apr-19, 07:36:51 ,499,43856,54423,37897,0,normal
4-Apr-19, 07:36:56 ,20687,30181,23473,2810,0,normal
4-Apr-19, 07:37:21 ,48047,15431,10824,48911,0,normal
4-Apr-19, 07:37:26 ,4761,20652,45523,56937,0,normal
4-Apr-19, 07:37:36 ,35269,25428,19791,11006,0,normal
4-Apr-19, 07:37:41 ,15051,25006,7405,48384,0,normal
4-Apr-19, 07:37:56 ,45694,27432,63201,53927,0,normal
4-Apr-19, 07:38:26 ,51559,50510,29908,64159,0,normal
4-Apr-19, 07:38:31 ,27116,61779,55665,40750,0,normal
4-Apr-19, 07:38:41 ,3540,58117,36944,61116,0,normal
4-Apr-19, 07:39:01 ,19086,45514,13210,53207,0,normal
4-Apr-19, 07:39:01 ,4986,59740,1691,60795,0,normal
4-Apr-19, 07:39:06 ,35070,25508,38544,36741,0,normal
4-Apr-19, 07:39:16 ,24595,1340,181,44419,0,normal
4-Apr-19, 07:39:16 ,30930,13833,44669,14382,0,normal
4-Apr-19, 07:39:21 ,26120,64724,63184,13586,0,normal
4-Apr-19, 07:39:36 ,39985,30404,42777,5601,0,normal
4-Apr-19, 07:39:41 ,60083,27798,50938,29324,0,normal
4-Apr-19, 07:39:56 ,54588,44634,56330,16214,0,normal
4-Apr-19, 07:40:11 ,23323,6684,9358,2567,0,normal
4-Apr-19, 07:40:16 ,23323,6684,9358,2567,0,normal
4-Apr-19, 07:40:21 ,31440,30969,33883,38898,0,normal
4-Apr-19, 07:40:31 ,43581,61243,62235,12400,0,normal
4-Apr-19, 07:40:41 ,59845,40717,43888,63184,0,normal
4-Apr-19, 07:40:51 ,51281,24903,18816,28229,0,normal
4-Apr-19, 07:41:06 ,13919,57266,9961,37726,0,normal
4-Apr-19, 04:36:09 ,46466,12272,45902,15191,0,normal
4-Apr-19, 04:36:39 ,19020,18052,26658,64915,0,normal
4-Apr-19, 04:36:44 ,48671,57039,36585,48199,0,normal
4-Apr-19, 04:36:44 ,49816,26612,9597,35332,0,normal
4-Apr-19, 04:36:54 ,1418,35124,26634,15099,0,normal
4-Apr-19, 04:36:59 ,6200,19495,2832,53871,0,normal
4-Apr-19, 04:37:04 ,20192,58670,26216,51147,0,normal
4-Apr-19, 04:37:14 ,1588,34906,29996,57104,0,normal
4-Apr-19, 04:37:39 ,54997,43463,46080,8290,0,normal
4-Apr-19, 04:37:54 ,64812,35940,8503,17565,0,normal
4-Apr-19, 04:37:59 ,54679,2833,40096,1685,0,normal
4-Apr-19, 04:38:04 ,8784,63651,53648,8461,0,normal
4-Apr-19, 04:38:19 ,45914,15132,54432,21572,0,normal
4-Apr-19, 04:38:34 ,30898,2962,15764,30728,0,normal
4-Apr-19, 04:38:49 ,52607,32700,1556,40947,0,normal
4-Apr-19, 04:39:09 ,44403,60376,31641,2951,0,normal
4-Apr-19, 04:39:14 ,12632,189,14965,45223,0,normal
4-Apr-19, 04:39:19 ,61559,43686,7363,7165,0,normal
4-Apr-19, 04:39:29 ,60173,115,56591,51301,0,normal
4-Apr-19, 04:39:34 ,43349,11313,761,31503,0,normal
4-Apr-19, 04:39:39 ,55416,43724,51390,41564,0,normal
4-Apr-19, 04:40:14 ,40435,17432,37523,36498,0,normal
4-Apr-19, 04:40:14 ,60347,62280,226,26331,0,normal
4-Apr-19, 04:40:34 ,46601,53601,63448,29523,0,normal
4-Apr-19, 04:40:39 ,57549,12356,1085,23980,0,normal
4-Apr-19, 04:40:59 ,40156,759,9504,2173,0,normal
4-Apr-19, 04:41:04 ,43550,8359,1313,50804,0,normal
4-Apr-19, 04:41:09 ,20353,353,1459,47255,0,normal
4-Apr-19, 04:41:14 ,60496,43415,28425,31977,0,normal
4-Apr-19, 04:41:19 ,23312,38425,12870,45791,0,normal
4-Apr-19, 04:41:19 ,60496,43415,28425,31977,0,normal
4-Apr-19, 04:41:24 ,22629,64113,6666,21664,0,normal
4-Apr-19, 04:41:39 ,33401,28479,21357,21830,0,normal
4-Apr-19, 04:41:49 ,49487,10518,12720,61678,0,normal
4-Apr-19, 04:41:59 ,604,20831,61615,57376,0,normal
4-Apr-19, 04:42:04 ,4143,16938,7227,20722,0,normal
4-Apr-19, 04:42:14 ,60912,4774,19279,59805,0,normal
4-Apr-19, 04:42:19 ,60912,4774,19279,59805,0,normal
4-Apr-19, 04:42:24 ,285,12907,13734,41645,0,normal
4-Apr-19, 04:42:54 ,47057,49549,17701,52662,0,normal
4-Apr-19, 04:43:29 ,3276,20379,33445,4190,0,normal
4-Apr-19, 04:43:39 ,37808,966,32167,22188,0,normal
4-Apr-19, 04:43:44 ,13275,39592,43976,6226,0,normal
4-Apr-19, 04:43:54 ,34977,29800,58012,39768,0,normal
4-Apr-19, 04:44:04 ,53953,1551,37311,41495,0,normal
4-Apr-19, 04:44:09 ,116,5416,28602,3147,0,normal
4-Apr-19, 04:44:09 ,53953,1551,37311,41495,0,normal
4-Apr-19, 04:44:34 ,53971,52875,5179,7840,0,normal
4-Apr-19, 04:44:44 ,47359,45607,24420,58043,0,normal
4-Apr-19, 04:44:59 ,56549,11656,2002,43679,0,normal
4-Apr-19, 04:45:09 ,44230,62470,10923,13475,0,normal
4-Apr-19, 04:45:09 ,50523,58149,7417,29326,0,normal
4-Apr-19, 04:45:24 ,16491,53488,60601,41231,0,normal
4-Apr-19, 04:45:49 ,25355,34535,36886,20449,0,normal
4-Apr-19, 04:45:54 ,25355,34535,36886,20449,0,normal
4-Apr-19, 04:46:04 ,58034,32376,23755,36790,0,normal
4-Apr-19, 04:46:09 ,40369,40644,3592,64256,0,normal
4-Apr-19, 04:46:29 ,21758,53453,433,40382,0,normal
4-Apr-19, 04:46:39 ,19041,24317,53235,23943,0,normal
4-Apr-19, 04:46:44 ,50276,61805,50124,57340,0,normal
4-Apr-19, 04:46:54 ,62161,11526,46504,8675,0,normal
4-Apr-19, 04:46:59 ,38710,44386,59886,54900,0,normal
4-Apr-19, 04:47:14 ,49903,13848,10575,5135,0,normal
4-Apr-19, 04:47:34 ,65504,23916,16827,62046,0,normal
4-Apr-19, 04:48:19 ,48366,31298,37154,28851,0,normal
4-Apr-19, 04:48:54 ,55221,5608,60114,38656,0,normal
4-Apr-19, 04:49:04 ,18537,29124,16573,45489,0,normal
4-Apr-19, 04:49:19 ,42668,64523,23258,14640,0,normal
4-Apr-19, 04:49:34 ,23908,11461,46180,22623,0,normal
4-Apr-19, 04:49:44 ,55991,39359,50863,51059,0,normal
4-Apr-19, 04:49:49 ,20202,38911,23761,49751,0,normal
4-Apr-19, 04:49:54 ,53675,36670,8681,59585,0,normal
4-Apr-19, 04:50:14 ,41551,43424,11349,54068,0,normal
4-Apr-19, 04:50:29 ,32265,18383,32441,24126,0,normal
4-Apr-19, 04:50:39 ,23416,65217,25205,22878,0,normal
4-Apr-19, 04:50:39 ,57160,3171,34398,12630,0,normal
4-Apr-19, 04:50:44 ,2127,15896,38747,13964,0,normal
4-Apr-19, 03:24:49 ,47560,21980,27488,13767,0,normal
4-Apr-19, 03:24:54 ,26651,1249,21446,7909,0,normal
4-Apr-19, 03:24:54 ,33131,27659,37447,31045,0,normal
4-Apr-19, 03:24:59 ,33131,27659,37447,31045,0,normal
4-Apr-19, 03:25:04 ,31410,43269,53445,18532,0,normal
4-Apr-19, 03:25:04 ,49335,12937,46424,20233,0,normal
4-Apr-19, 03:25:09 ,44192,22949,22530,32252,0,normal
4-Apr-19, 03:25:19 ,12730,54556,50428,5280,0,normal
4-Apr-19, 03:25:39 ,61592,28937,18651,56289,0,normal
4-Apr-19, 03:25:54 ,31399,56384,17353,30621,0,normal
4-Apr-19, 03:26:04 ,33394,37222,19545,42718,0,normal
4-Apr-19, 03:26:14 ,10009,8116,64330,51223,0,normal
4-Apr-19, 03:26:34 ,15481,3936,2611,23638,0,normal
4-Apr-19, 03:26:39 ,50658,42288,50345,24194,0,normal
4-Apr-19, 03:26:54 ,60943,60063,57869,8461,0,normal
4-Apr-19, 03:26:59 ,60943,60063,57869,8461,0,normal
4-Apr-19, 03:27:04 ,57412,42032,2538,46847,0,normal
4-Apr-19, 03:27:09 ,18385,50213,54400,3920,0,normal
4-Apr-19, 03:27:19 ,28067,1313,64021,22636,0,normal
4-Apr-19, 03:27:29 ,43740,5032,21849,51968,0,normal
4-Apr-19, 03:27:39 ,60717,25828,47903,4191,0,normal
4-Apr-19, 03:27:44 ,14996,26150,41489,52106,0,normal
4-Apr-19, 03:27:49 ,14996,26150,41489,52106,0,normal
4-Apr-19, 03:27:54 ,45927,57307,44181,27169,0,normal
4-Apr-19, 03:27:59 ,21434,41781,18458,30586,0,normal
4-Apr-19, 03:27:59 ,45927,57307,44181,27169,0,normal
4-Apr-19, 03:28:09 ,50201,6812,57093,42599,0,normal
4-Apr-19, 03:28:19 ,36129,59936,39517,29504,0,normal
4-Apr-19, 03:28:29 ,2746,11363,65289,7584,0,normal
4-Apr-19, 03:28:44 ,9212,46682,21949,16401,0,normal
4-Apr-19, 03:28:59 ,59942,14747,15738,2299,0,normal
4-Apr-19, 03:29:14 ,1405,50401,30429,25354,0,normal
4-Apr-19, 03:29:24 ,15344,55539,29159,21601,0,normal
4-Apr-19, 03:29:29 ,15344,55539,29159,21601,0,normal
4-Apr-19, 03:29:59 ,64112,36335,60241,49343,0,normal
4-Apr-19, 03:30:09 ,29686,32326,57424,25186,0,normal
4-Apr-19, 03:30:24 ,60655,29170,57052,825,0,normal
4-Apr-19, 03:30:34 ,27154,50922,53442,30587,0,normal
4-Apr-19, 03:30:44 ,19892,42693,64901,12520,0,normal
4-Apr-19, 03:30:54 ,29176,57801,17628,54381,0,normal
4-Apr-19, 03:31:09 ,4399,3433,12763,3302,0,normal
4-Apr-19, 03:31:14 ,4399,3433,12763,3302,0,normal
4-Apr-19, 03:31:24 ,59910,37549,58890,35177,0,normal
4-Apr-19, 03:31:39 ,44732,38797,65422,31292,0,normal
4-Apr-19, 03:31:54 ,15795,56836,4000,34156,0,normal
4-Apr-19, 03:31:59 ,25194,10545,56744,60106,0,normal
4-Apr-19, 03:32:04 ,8217,9822,56611,33671,0,normal
4-Apr-19, 03:32:09 ,51570,22654,50285,46397,0,normal
4-Apr-19, 03:32:09 ,8217,9822,56611,33671,0,normal
4-Apr-19, 03:32:14 ,51570,22654,50285,46397,0,normal
4-Apr-19, 03:32:29 ,28830,45082,41482,8932,0,normal
4-Apr-19, 03:32:34 ,29155,40854,46024,25068,0,normal
4-Apr-19, 03:32:39 ,59788,51325,34304,31755,0,normal
4-Apr-19, 03:32:49 ,41086,16972,51791,6079,0,normal
4-Apr-19, 03:32:54 ,21486,11355,58009,4573,0,normal
4-Apr-19, 03:33:04 ,34016,18569,6234,14908,0,normal
4-Apr-19, 03:33:04 ,45938,18184,1534,9203,0,normal
4-Apr-19, 03:33:14 ,16398,54775,31397,4544,0,normal
4-Apr-19, 03:33:19 ,59237,60140,17169,33828,0,normal
4-Apr-19, 03:33:24 ,63484,26094,7334,8030,0,normal
4-Apr-19, 03:33:34 ,52844,33265,7144,46401,0,normal
4-Apr-19, 03:33:44 ,18217,60193,47720,10082,0,normal
4-Apr-19, 03:33:54 ,17845,19985,63384,588,0,normal
4-Apr-19, 03:33:59 ,11472,40459,40769,10993,0,normal
4-Apr-19, 03:33:59 ,17845,19985,63384,588,0,normal
4-Apr-19, 03:34:04 ,10976,57669,48601,1281,0,normal
4-Apr-19, 03:34:29 ,43053,7901,19883,48955,0,normal
4-Apr-19, 03:35:04 ,10487,14133,33137,49940,0,normal
4-Apr-19, 03:35:09 ,1388,28372,2878,13320,0,normal
4-Apr-19, 03:35:34 ,51058,55388,59548,16499,0,normal
4-Apr-19, 03:35:44 ,64336,48566,9337,48188,0,normal
4-Apr-19, 03:35:59 ,15986,41970,58746,14085,0,normal
4-Apr-19, 03:36:04 ,11546,28699,55609,5813,0,normal
4-Apr-19, 03:36:09 ,46674,28742,14727,49533,0,normal
